"UnitNumber","Time","Setting1","Setting2","Setting3","Sensor1","Sensor2","Sensor3","Sensor4","Sensor5","Sensor6","Sensor7","Sensor8","Sensor9","Sensor10","Sensor11","Sensor12","Sensor13","Sensor14","Sensor15","Sensor16","Sensor17","Sensor18","Sensor19","Sensor20","Sensor21","sd_10_Sensor1","sd_10_Sensor2","sd_10_Sensor3","sd_10_Sensor4","sd_10_Sensor5","sd_10_Sensor6","sd_10_Sensor7","sd_10_Sensor8","sd_10_Sensor9","sd_10_Sensor10","sd_10_Sensor11","sd_10_Sensor12","sd_10_Sensor13","sd_10_Sensor14","sd_10_Sensor15","sd_10_Sensor16","sd_10_Sensor17","sd_10_Sensor18","sd_10_Sensor19","sd_10_Sensor20","sd_10_Sensor21","k_closest_Sensor1","k_closest_Sensor2","k_closest_Sensor3","k_closest_Sensor4","k_closest_Sensor5","k_closest_Sensor6","k_closest_Sensor7","k_closest_Sensor8","k_closest_Sensor9","k_closest_Sensor10","k_closest_Sensor11","k_closest_Sensor12","k_closest_Sensor13","k_closest_Sensor14","k_closest_Sensor15","k_closest_Sensor16","k_closest_Sensor17","k_closest_Sensor18","k_closest_Sensor19","k_closest_Sensor20","k_closest_Sensor21","RUL"
11,83,1.0E-4,4.0E-4,100,518.67,642.42,1587.73,1414.22,14.620000000000001,21.61,552.8000000000001,2388.21,9037.11,1.3,47.67,520.74,2388.18,8116.85,8.464,0.03,394,2388,100,38.660000000000004,23.2908,0,0.22774766738650337,5.334500538944616,4.102465112587759,0,3.552713678800501E-15,0.3827845346928268,0.033406586176900746,3.5906023171603296,2.220446049250313E-16,0.08249242389456139,0.2689776942424781,0.03201562118715998,2.7613373571514344,0.0150181889720429,6.938893903907228E-18,1.044030650891055,0,0,0.07379024325749364,0.041940673575897425,518.67,642.6233333333333,1588.3700000000001,1416.1033333333332,14.620000000000001,21.61,552.9399999999999,2388.223333333334,9034.826666666668,1.3,47.660000000000004,520.8133333333334,2388.183333333333,8116.653333333333,8.457966666666668,0.03,393.3333333333333,2388,100,38.66333333333334,23.290899999999997,97
12,217,0.0013000000000000002,3.0000000000000003E-4,100,518.67,642.59,1595.9,1409.64,14.620000000000001,21.61,553.36,2388.04,9074.24,1.3,47.37,522.03,2388.02,8155.74,8.4482,0.03,393,2388,100,38.81,23.2861,0,0.19405153954554258,4.962616346243191,3.875481389453434,0,3.552713678800501E-15,0.31812104614438985,0.0368239052790549,4.035958374413647,2.220446049250313E-16,0.06252199612936152,0.21414014102918197,0.034481879299093396,2.3394890467791725,0.014935983395812997,6.938893903907228E-18,0.7810249675906655,0,0,0.07841555968046185,0.0738543187633602,518.67,642.62,1590.3833333333332,1409.0266666666666,14.620000000000001,21.61,553.6266666666667,2388.0499999999997,9072.216666666667,1.3,47.376666666666665,521.99,2388.0266666666666,8151.463333333333,8.442733333333337,0.03,392.6666666666667,2388,100,38.82,23.299533333333333,124
13,195,0.0032,-4.0E-4,100,518.67,642.37,1591.31,1414.51,14.620000000000001,21.61,553.28,2388.1,9060.92,1.3,47.52,521.3,2388.12,8146.8,8.4336,0.03,394,2388,100,38.75,23.282,0,0.16597891432347386,3.0025564107939564,4.056964505637175,0,3.552713678800501E-15,0.3172380809423596,0.03168595903551822,2.4434737567648983,2.220446049250313E-16,0.0447660585711993,0.2583098914095206,0.034000000000014546,3.6925981368136624,0.025374593592804487,6.938893903907228E-18,0.9,0,0,0.12924782396620832,0.06015795874196509,518.67,642.4300000000001,1592.6866666666665,1412.1366666666665,14.620000000000001,21.61,553.2666666666668,2388.096666666667,9061.94,1.3,47.52,521.4733333333335,2388.116666666667,8146.616666666666,8.436533333333333,0.03,393.3333333333333,2388,100,38.79333333333333,23.2845,95
14,46,0.0013000000000000002,-2.0E-4,100,518.67,642.91,1591.39,1408.3500000000001,14.620000000000001,21.61,553.75,2388.17,9037.35,1.3,47.57,520.66,2388.1,8118.1,8.423300000000001,0.03,393,2388,100,38.69,23.2603,0,0.1972029411545326,4.257826793095273,3.3502717800202753,0,3.552713678800501E-15,0.21888124634147504,0.033896902513314356,5.2446673869751015,2.220446049250313E-16,0.09635870484808384,0.29327291044349757,0.03340658617697153,3.1164500637745483,0.01565140249306763,6.938893903907228E-18,0.7483314773547883,0,0,0.05895761189193598,0.04393327781989438,518.67,642.86,1591.5133333333333,1408.4399999999998,14.620000000000001,21.61,553.4566666666667,2388.1666666666665,9036.973333333332,1.3,47.57333333333333,520.8733333333333,2388.1299999999997,8118.626666666667,8.424266666666666,0.03,393.0,2388,100,38.77333333333333,23.252533333333332,107
15,76,-0.0012000000000000001,0.0,100,518.67,642.49,1589.21,1400.6100000000001,14.620000000000001,21.61,554.08,2388.1,9056.1,1.3,47.25,522.12,2388.11,8139.75,8.4067,0.03,392,2388,100,39.17,23.4085,0,0.331089111871721,4.8360434241226615,3.8162961101046333,0,3.552713678800501E-15,0.3660382493674717,0.03072458299144649,3.809267121114172,2.220446049250313E-16,0.09610411021387173,0.2263271967749381,0.029681644159349777,3.056449737849518,0.016003340276330012,6.938893903907228E-18,0.916515138991168,0,0,0.11178550889985729,0.05659308173266375,518.67,642.4866666666667,1589.42,1398.9166666666667,14.620000000000001,21.61,554.07,2388.0933333333332,9057.023333333333,1.3,47.26666666666667,522.0500000000001,2388.0933333333337,8136.62,8.412066666666666,0.03,392.0,2388,100,39.06333333333333,23.421333333333337,83
16,113,-5.0E-4,2.0E-4,100,518.67,642.99,1587.03,1401.0,14.620000000000001,21.61,554.6,2388.08,9059.75,1.3,47.37,521.77,2388.08,8147.400000000001,8.4299,0.03,391,2388,100,38.81,23.304000000000002,0,0.21801146758828938,4.018309221550786,3.792203712882499,0,3.552713678800501E-15,0.3455734364791445,0.026095976701389117,2.4266044176996284,2.220446049250313E-16,0.042379240200833876,0.38230877572980754,0.02299999999994448,4.562982467641166,0.012047572369568564,6.938893903907228E-18,0.9433981132056604,0,0,0.06248199740725234,0.06044536045057566,518.67,642.6533333333333,1586.42,1401.4033333333334,14.620000000000001,21.61,554.32,2388.07,9060.53,1.3,47.37333333333334,521.6999999999999,2388.063333333333,8148.803333333333,8.428433333333334,0.03,391.0,2388,100,38.87000000000001,23.33836666666667,84
17,165,9.000000000000001E-4,-1.0E-4,100,518.67,642.9,1599.17,1412.54,14.620000000000001,21.61,553.49,2388.06,9094.72,1.3,47.550000000000004,521.52,2388.03,8171.9800000000005,8.4319,0.03,394,2388,100,38.7,23.294800000000002,0,0.2735415873318075,4.880139752097237,3.5298879585618326,0,3.552713678800501E-15,0.29993332592429617,0.024413111231467558,3.7192934812946175,2.220446049250313E-16,0.060133185513490665,0.32366031576328824,0.016763054614150362,3.6731490576888137,0.021403889833392413,6.938893903907228E-18,0.8717797887081347,0,0,0.09137286249209844,0.03399020594230046,518.67,642.87,1596.3266666666666,1411.78,14.620000000000001,21.61,553.45,2388.06,9094.98,1.3,47.55333333333334,521.4033333333333,2388.03,8171.703333333334,8.424233333333333,0.03,394.0,2388,100,38.73333333333334,23.2998,50
18,133,7.0E-4,1.0E-4,100,518.67,643.0,1600.45,1419.18,14.620000000000001,21.61,553.36,2388.14,9056.09,1.3,47.7,521.0600000000001,2388.19,8136.8,8.4418,0.03,395,2388,100,38.71,23.2637,0,0.2822693748885861,4.545301860162845,3.6150409402937993,0,3.552713678800501E-15,0.4387994986323413,0.0319530906172841,5.018545207527765,2.220446049250313E-16,0.07308214556237387,0.3127762778728713,0.022561028345383802,2.0953434086087626,0.0272967324051801,6.938893903907228E-18,0.8,0,0,0.09297849213662253,0.049481495531157875,518.67,642.96,1599.9633333333331,1417.4133333333332,14.620000000000001,21.61,553.3033333333333,2388.1333333333337,9056.806666666667,1.3,47.69,521.0466666666666,2388.1466666666665,8136.176666666667,8.4364,0.03,394.0,2388,100,38.70333333333333,23.273633333333333,28
19,135,4.0E-4,3.0000000000000003E-4,100,518.67,642.79,1588.88,1406.32,14.620000000000001,21.61,553.87,2388.1,9055.54,1.3,47.35,521.48,2388.06,8140.2,8.4768,0.03,393,2388,100,38.83,23.329700000000003,0,0.3681304116749821,2.3043011955905413,3.3027789814033515,0,0.0029999999999994033,0.3835413928117829,0.030016662039564067,4.146475732474404,2.220446049250313E-16,0.0717565328036405,0.21373113951877892,0.02459674775248918,2.7586692444003442,0.027128811252983585,6.938893903907228E-18,0.7999999999999999,0,0,0.045177427992307125,0.036662363535375615,518.67,642.63,1588.5133333333335,1406.1566666666668,14.620000000000001,21.61,554.0333333333333,2388.09,9058.843333333334,1.3,47.446666666666665,521.5066666666667,2388.0533333333333,8139.28,8.445966666666665,0.03,392.6666666666667,2388,100,38.87000000000001,23.321466666666666,87
20,184,-6.000000000000001E-4,-4.0E-4,100,518.67,643.75,1595.1200000000001,1419.6000000000001,14.620000000000001,21.61,552.19,2388.14,9066.49,1.3,48.13,520.64,2388.21,8138.860000000001,8.469000000000001,0.03,395,2388,100,38.35,23.0242,0,0.2538188330286031,5.019510334684073,1.9623060413706868,0,3.552713678800501E-15,0.4032629415158366,0.03487119154831193,3.3576749395973655,2.220446049250313E-16,0.1475940378199617,0.24029981273401274,0.03884584919902966,2.335375986859499,0.027013746500624217,6.938893903907228E-18,1.1661903789690602,0,0,0.13616166861492238,0.05653411447966599,518.67,643.6766666666666,1594.5233333333333,1420.1466666666665,14.620000000000001,21.61,552.0500000000001,2388.1733333333336,9064.04,1.3,48.06666666666667,520.58,2388.213333333333,8139.103333333333,8.4719,0.03,394.6666666666667,2388,100,38.47,23.08466666666667,16
21,148,0.005200000000000001,5.0E-4,100,518.67,642.66,1592.32,1403.77,14.620000000000001,21.61,553.86,2388.06,9087.25,1.3,47.46,522.02,2388.07,8168.51,8.441,0.03,392,2388,100,38.74,23.4982,0,0.2763041802072407,3.072345846417705,3.5316675947772973,0,3.552713678800501E-15,0.36216156615522477,0.022825424421076625,4.3097871177123075,2.220446049250313E-16,0.06554387843269549,0.20040958060931874,0.031064449134059417,3.4060176159262445,0.023804304232638122,6.938893903907228E-18,1.32664991614216,0,0,0.1137585161647245,0.06318572307095953,518.67,642.5766666666667,1591.5666666666666,1405.39,14.620000000000001,21.61,553.84,2388.0533333333337,9087.353333333333,1.3,47.42666666666667,522.0433333333333,2388.0533333333333,8166.8499999999985,8.445366666666668,0.03,392.3333333333333,2388,100,38.78333333333333,23.413800000000002,57
22,39,0.0,-5.0E-4,100,518.67,642.5,1583.42,1410.16,14.620000000000001,21.61,554.04,2388.09,9055.41,1.3,47.36,521.77,2388.11,8133.12,8.4143,0.03,392,2388,100,38.97,23.3058,0,0.2576742129123499,3.3116074646612237,3.6543181306503585,0,0.0029999999999994033,0.33698071161417537,0.01989974874212344,4.813055162783954,2.220446049250313E-16,0.11791946404220133,0.43669669107974657,0.027129319932519977,3.94214357932336,0.013063628898586983,6.938893903907228E-18,1.019803902718557,0,0,0.11198660634200877,0.06260081548989674,518.67,642.4899999999999,1588.7966666666669,1409.28,14.620000000000001,21.61,553.7800000000001,2388.096666666667,9049.883333333331,1.3,47.42333333333334,521.76,2388.11,8129.886666666665,8.414333333333333,0.03,392.0,2388,100,39.00333333333334,23.275599999999997,111
23,130,-6.000000000000001E-4,3.0000000000000003E-4,100,518.67,642.03,1588.77,1403.06,14.620000000000001,21.61,554.15,2388.05,9051.1,1.3,47.22,521.83,2388.08,8133.6,8.424900000000001,0.03,392,2388,100,38.97,23.2815,0,0.25900772189262516,3.2787009622714973,3.1665313830751742,0,3.552713678800501E-15,0.33326415948913424,0.03796050579222939,4.336033325517787,2.220446049250313E-16,0.0772593036468754,0.27119918878932536,0.032924155266364344,2.1880484455331493,0.02418847039397039,6.938893903907228E-18,0.7483314773547882,0,0,0.06220128616033539,0.05640640034605968,518.67,642.35,1588.6333333333332,1400.1433333333334,14.620000000000001,21.61,554.1533333333333,2388.0733333333333,9052.256666666666,1.3,47.18333333333334,521.7633333333333,2388.0666666666666,8132.593333333333,8.412600000000001,0.03,392.0,2388,100,38.95,23.3507,113
24,186,-4.0E-4,2.0E-4,100,518.67,643.28,1593.82,1415.13,14.620000000000001,21.61,553.78,2388.08,9148.56,1.3,47.7,520.69,2388.07,8211.210000000001,8.4785,0.03,393,2388,100,38.72,23.209300000000002,0,0.22045634488487328,5.511820842516556,3.7454640566957784,0,3.552713678800501E-15,0.5120976469385339,0.028301943396083818,6.552303488087108,2.220446049250313E-16,0.10693923508235932,0.38823188946811665,0.033406586176944315,5.94507897340324,0.017770731555003322,6.938893903907228E-18,0.66332495807108,0,0,0.11255665240224524,0.054783789573194075,518.67,643.2233333333332,1591.2866666666669,1413.6500000000005,14.620000000000001,21.61,553.52,2388.09,9146.823333333334,1.3,47.68666666666667,521.07,2388.06,8212.356666666667,8.4776,0.03,393.6666666666667,2388,100,38.63,23.2403,20
25,48,0.0019,-4.0E-4,100,518.67,642.92,1584.08,1403.1000000000001,14.620000000000001,21.61,553.5500000000001,2388.08,9046.2,1.3,47.38,521.75,2388.07,8132.18,8.4422,0.03,394,2388,100,38.9,23.387600000000003,0,0.342404731275733,3.5349987270152945,3.2830237586712623,0,3.552713678800501E-15,0.4747251836589459,0.026248809496724538,3.027041625085478,2.220446049250313E-16,0.058043087443725994,0.2862324230411238,0.021189620100403185,2.2326712700261937,0.026618745274711933,6.938893903907228E-18,0.66332495807108,0,0,0.09002777349240638,0.07050254250734478,518.67,642.7666666666665,1584.89,1402.66,14.620000000000001,21.61,553.5999999999999,2388.076666666667,9047.82,1.3,47.35333333333333,521.8633333333333,2388.0766666666664,8133.093333333333,8.427833333333332,0.03,393.0,2388,100,38.903333333333336,23.371666666666666,145
26,76,-0.002,3.0000000000000003E-4,100,518.67,642.3100000000001,1580.98,1402.4,14.620000000000001,21.61,554.45,2388.02,9074.01,1.3,47.4,521.9300000000001,2387.98,8151.64,8.4331,0.03,392,2388,100,38.89,23.366,0,0.23099783548770297,2.9266902808462754,4.406615935159319,0,3.552713678800501E-15,0.4311623824036766,0.03238826948141806,4.673741113925588,2.220446049250313E-16,0.08096912991998896,0.3688482072614474,0.029137604568675552,3.77194697735801,0.026036530106755485,6.938893903907228E-18,0.7810249675906654,0,0,0.08487638069569281,0.05706363903572898,518.67,642.2633333333333,1584.4166666666667,1403.01,14.620000000000001,21.61,554.3866666666668,2388.03,9069.086666666668,1.3,47.40333333333333,521.9633333333334,2387.9866666666667,8151.763333333332,8.405733333333332,0.03,392.0,2388,100,38.92333333333333,23.35963333333334,119
27,140,0.0038,5.0E-4,100,518.67,642.5600000000001,1586.56,1407.16,14.620000000000001,21.61,553.3000000000001,2388.06,9049.45,1.3,47.44,521.64,2388.14,8124.150000000001,8.440000000000001,0.03,392,2388,100,38.9,23.185000000000002,0,0.20402205763103698,2.894664747427586,2.569242106147291,0,3.552713678800501E-15,0.3485699355939993,0.03638681079724742,3.115491133031671,2.220446049250313E-16,0.06621178142898694,0.21757987039245769,0.039102429591966754,4.011271743474918,0.016224376721464418,6.938893903907228E-18,0.8,0,0,0.0871148666990885,0.0780278572049748,518.67,642.4899999999999,1588.0266666666666,1405.533333333333,14.620000000000001,21.61,553.5533333333334,2388.0633333333335,9050.196666666669,1.3,47.41333333333334,521.6800000000001,2388.1066666666666,8128.46,8.4452,0.03,391.6666666666667,2388,100,38.88666666666666,23.2357,66
28,158,-2.0E-4,0.0,100,518.67,642.86,1590.81,1405.28,14.620000000000001,21.61,553.26,2388.1,9065.84,1.3,47.59,521.63,2388.11,8134.63,8.4564,0.03,393,2388,100,38.86,23.282600000000002,0,0.3553997749014341,3.7354417409457783,3.864492334058941,0,3.552713678800501E-15,0.36144847488958665,0.0241039415863556,5.754928409633106,2.220446049250313E-16,0.08040522371090128,0.3804471053904699,0.024899799196009608,1.9883432802210592,0.023548887447181036,6.938893903907228E-18,1.0770329614269012,0,0,0.10461357464497607,0.07419115580714454,518.67,642.86,1590.7666666666669,1406.0566666666666,14.620000000000001,21.61,553.48,2388.1066666666666,9067.193333333336,1.3,47.61666666666667,521.4833333333335,2388.1033333333335,8136.4733333333315,8.447666666666665,0.03,393.0,2388,100,38.84333333333334,23.293733333333332,97
29,171,-2.0E-4,-1.0E-4,100,518.67,642.53,1585.72,1405.88,14.620000000000001,21.61,553.29,2388.08,9074.11,1.3,47.26,521.57,2388.07,8147.27,8.420200000000001,0.03,393,2388,100,38.980000000000004,23.1975,0,0.27235271248878884,4.371672906336896,4.274066096821606,0,3.552713678800501E-15,0.37512664528128553,0.023151673805512255,4.085836634032217,2.220446049250313E-16,0.12603174203350528,0.19946177578672225,0.033896902513341196,3.4648601703387123,0.01731747383425209,6.938893903907228E-18,0.4582575694955841,0,0,0.0661815684310966,0.08153101005139071,518.67,642.6833333333333,1583.18,1405.53,14.620000000000001,21.61,553.48,2388.0733333333333,9072.123333333337,1.3,47.28333333333333,521.6633333333333,2388.0833333333335,8145.873333333334,8.430766666666665,0.03,393.0,2388,100,38.93666666666667,23.229300000000002,90
30,143,-0.0036000000000000003,0.0,100,518.67,642.54,1599.22,1408.6200000000001,14.620000000000001,21.61,553.01,2388.12,9057.710000000001,1.3,47.61,521.32,2388.13,8135.4400000000005,8.4829,0.03,393,2388,100,38.78,23.317500000000003,0,0.3516091580149835,3.9514707388515533,2.6934691384903817,0,3.552713678800501E-15,0.387484193226016,0.031999999999973744,4.48216699822752,2.220446049250313E-16,0.09359487165437949,0.24762875438850193,0.0225610283453697,3.6386817667940683,0.025993568435287922,6.938893903907228E-18,1.1,0,0,0.06523802572119977,0.0696564598583648,518.67,642.6066666666667,1596.43,1408.8166666666666,14.620000000000001,21.61,553.2033333333333,2388.1133333333332,9053.44,1.3,47.60333333333333,521.2200000000001,2388.13,8133.116666666666,8.479000000000001,0.03,393.0,2388,100,38.77333333333334,23.270066666666665,115
