UnitNumber,Time,Setting1,Setting2,Setting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,RUL
76,133,0.0005,0.0,100.0,518.67,643.44,1593.34,1417.59,14.62,21.61,552.62,2388.2,9049.01,1.3,47.69,520.83,2388.17,8132.84,8.4721,0.03,395,2388,100.0,38.58,23.1817,77.0
21,176,-0.0005,-0.0005,100.0,518.67,643.64,1595.64,1421.95,14.62,21.61,553.12,2388.14,9117.62,1.3,47.93,521.13,2388.14,8185.37,8.4777,0.03,395,2388,100.0,38.71,23.2371,19.0
16,146,-0.0057,-0.0001,100.0,518.67,643.26,1593.02,1418.12,14.62,21.61,552.73,2388.16,9053.1,1.3,47.88,520.11,2388.18,8132.66,8.4816,0.03,394,2388,100.0,38.65,23.2294,63.0
8,133,0.002,0.0003,100.0,518.67,643.8,1597.34,1416.24,14.62,21.61,551.83,2388.21,9051.3,1.3,48.08,520.16,2388.28,8120.53,8.5008,0.03,395,2388,100.0,38.42,23.176,17.0
31,88,-0.0036,0.0002,100.0,518.67,642.44,1584.18,1400.34,14.62,21.61,554.48,2388.04,9058.58,1.3,47.28,522.18,2388.06,8139.15,8.395,0.03,394,2388,100.0,39.13,23.4183,146.0
70,39,-0.0041,0.0003,100.0,518.67,642.17,1592.36,1411.81,14.62,21.61,553.81,2388.06,9070.76,1.3,47.34,521.46,2388.08,8140.38,8.4603,0.03,394,2388,100.0,38.9,23.3002,98.0
33,106,0.0015,0.0001,100.0,518.67,642.75,1577.54,1401.66,14.62,21.6,554.81,2388.05,9063.33,1.3,47.32,522.23,2388.02,8142.78,8.4495,0.03,391,2388,100.0,39.2,23.3465,94.0
76,161,-0.0008,0.0003,100.0,518.67,642.9,1598.75,1412.0,14.62,21.61,552.83,2388.14,9053.48,1.3,47.63,520.9,2388.16,8135.43,8.488,0.03,394,2388,100.0,38.7,23.255,49.0
93,29,-0.0004,0.0004,100.0,518.67,641.66,1580.35,1404.17,14.62,21.61,553.95,2388.03,9061.99,1.3,47.11,521.87,2388.13,8149.89,8.3854,0.03,390,2388,100.0,39.09,23.3577,126.0
80,149,0.0029,-0.0004,100.0,518.67,643.43,1598.68,1410.34,14.62,21.61,552.08,2388.09,9093.74,1.3,47.78,520.73,2388.16,8166.38,8.4685,0.03,396,2388,100.0,38.63,23.155,36.0
8,42,0.0007,-0.0001,100.0,518.67,642.45,1596.61,1413.96,14.62,21.61,553.39,2388.15,9042.79,1.3,47.57,521.01,2388.11,8125.15,8.4001,0.03,393,2388,100.0,38.82,23.2418,108.0
74,69,0.0033,-0.0004,100.0,518.67,642.25,1580.45,1406.34,14.62,21.61,554.06,2388.02,9064.29,1.3,47.61,521.71,2388.03,8141.71,8.411,0.03,393,2388,100.0,39.07,23.3652,97.0
69,87,-0.0012,-0.0004,100.0,518.67,642.3,1595.34,1405.94,14.62,21.61,554.01,2388.07,9062.3,1.3,47.22,521.74,2388.08,8138.54,8.4021,0.03,394,2388,100.0,38.93,23.335,275.0
16,203,0.0002,-0.0004,100.0,518.67,644.18,1607.21,1423.13,14.62,21.61,551.23,2388.28,9057.79,1.3,47.87,519.65,2388.25,8130.39,8.5495,0.03,395,2388,100.0,38.39,23.1279,6.0
48,139,0.001,-0.0001,100.0,518.67,642.41,1583.75,1408.99,14.62,21.61,554.12,2387.99,9078.15,1.3,47.3,521.88,2388.02,8160.35,8.4079,0.03,392,2388,100.0,38.84,23.3403,92.0
49,49,0.0002,-0.0001,100.0,518.67,642.48,1584.77,1407.57,14.62,21.61,552.98,2388.14,9053.19,1.3,47.51,520.93,2388.08,8121.3,8.4799,0.03,393,2388,100.0,38.98,23.4417,166.0
6,129,0.0025,-0.0004,100.0,518.67,643.04,1586.2,1410.4,14.62,21.61,552.98,2388.19,9043.58,1.3,47.74,520.96,2388.23,8118.05,8.4189,0.03,393,2388,100.0,38.65,23.2023,59.0
13,117,-0.0005,-0.0003,100.0,518.67,643.12,1589.98,1416.63,14.62,21.61,552.69,2388.13,9084.03,1.3,47.77,521.21,2388.08,8158.16,8.4526,0.03,396,2388,100.0,38.79,23.1676,46.0
70,51,0.0014,-0.0003,100.0,518.67,642.95,1593.28,1412.5,14.62,21.61,553.96,2388.09,9055.95,1.3,47.47,521.73,2388.04,8140.98,8.4163,0.03,393,2388,100.0,38.76,23.3515,86.0
58,65,0.0013,0.0001,100.0,518.67,642.85,1585.97,1405.22,14.62,21.61,554.39,2388.06,9062.04,1.3,47.32,521.31,2388.04,8142.4,8.4059,0.03,392,2388,100.0,39.06,23.2332,82.0
53,18,0.0016,0.0002,100.0,518.67,642.17,1593.15,1403.15,14.62,21.61,553.93,2388.05,9062.66,1.3,47.46,521.79,2388.07,8132.49,8.4432,0.03,393,2388,100.0,38.85,23.3182,177.0
26,176,-0.0005,-0.0001,100.0,518.67,643.29,1591.28,1423.76,14.62,21.61,551.86,2388.13,9104.96,1.3,47.91,520.79,2388.11,8177.37,8.5328,0.03,394,2388,100.0,38.6,23.0826,23.0
63,80,-0.0014,0.0003,100.0,518.67,642.82,1587.87,1403.56,14.62,21.61,552.75,2388.02,9067.0,1.3,47.41,521.61,2388.04,8142.27,8.4179,0.03,393,2388,100.0,38.84,23.2739,94.0
16,142,-0.001,-0.0001,100.0,518.67,643.07,1601.02,1419.96,14.62,21.61,551.91,2388.19,9059.96,1.3,47.84,520.86,2388.18,8140.78,8.4725,0.03,394,2388,100.0,38.71,23.2524,67.0
75,156,0.0007,-0.0001,100.0,518.67,643.17,1592.71,1416.71,14.62,21.61,553.17,2388.1,9034.41,1.3,47.55,521.01,2388.21,8113.13,8.4663,0.03,392,2388,100.0,38.82,23.1942,73.0
36,38,0.0026,0.0001,100.0,518.67,642.53,1590.3,1399.8,14.62,21.61,553.05,2388.09,9064.47,1.3,47.47,521.71,2388.08,8136.93,8.4296,0.03,392,2388,100.0,38.83,23.3589,120.0
37,18,0.0003,-0.0004,100.0,518.67,642.52,1595.98,1408.33,14.62,21.61,553.4,2388.04,9047.15,1.3,47.47,521.73,2388.13,8128.47,8.4277,0.03,394,2388,100.0,38.89,23.3713,152.0
80,70,0.0023,0.0005,100.0,518.67,642.45,1594.06,1410.72,14.62,21.61,553.05,2388.09,9061.66,1.3,47.56,521.46,2388.09,8138.11,8.4743,0.03,394,2388,100.0,38.95,23.2617,115.0
94,21,0.0007,0.0,100.0,518.67,642.92,1592.66,1413.1,14.62,21.61,554.0,2388.15,9042.34,1.3,47.6,521.19,2388.1,8128.5,8.4294,0.03,393,2388,100.0,39.02,23.2572,237.0
60,65,-0.0026,0.0004,100.0,518.67,643.1,1590.29,1419.87,14.62,21.61,553.02,2388.08,9055.96,1.3,47.43,521.44,2388.05,8135.76,8.4251,0.03,393,2388,100.0,38.78,23.2634,107.0
65,4,-0.0019,0.0004,100.0,518.67,642.6,1586.51,1399.61,14.62,21.61,553.7,2388.04,9063.07,1.3,47.18,522.84,2387.96,8150.55,8.4187,0.03,392,2388,100.0,38.94,23.3548,149.0
20,177,-0.0015,0.0001,100.0,518.67,642.92,1592.53,1414.73,14.62,21.61,553.3,2388.22,9063.23,1.3,47.74,520.56,2388.17,8144.99,8.4738,0.03,395,2388,100.0,38.69,23.1155,57.0
22,110,0.0007,0.0001,100.0,518.67,642.91,1593.26,1407.26,14.62,21.61,552.61,2388.16,9044.36,1.3,47.63,520.95,2388.18,8129.2,8.4541,0.03,395,2388,100.0,38.8,23.2494,92.0
5,170,0.0009,-0.0004,100.0,518.67,642.8,1590.51,1406.09,14.62,21.61,553.83,2388.06,9088.19,1.3,47.57,521.96,2388.01,8163.73,8.3779,0.03,392,2388,100.0,39.03,23.4814,99.0
26,54,-0.0015,-0.0004,100.0,518.67,642.49,1598.95,1409.73,14.62,21.61,553.81,2388.14,9056.1,1.3,47.59,521.99,2388.14,8126.43,8.4264,0.03,395,2388,100.0,38.77,23.3513,145.0
83,88,-0.0011,-0.0001,100.0,518.67,641.48,1589.91,1397.3,14.62,21.61,554.94,2387.98,9058.09,1.3,47.17,522.45,2387.99,8142.06,8.4053,0.03,393,2388,100.0,39.2,23.3896,205.0
85,57,0.0023,-0.0002,100.0,518.67,642.69,1584.34,1401.59,14.62,21.61,553.25,2388.13,9046.98,1.3,47.27,521.3,2388.08,8130.18,8.4318,0.03,393,2388,100.0,38.87,23.1746,131.0
79,170,0.0003,0.0,100.0,518.67,643.15,1590.61,1410.52,14.62,21.61,552.82,2388.09,9070.52,1.3,47.77,520.84,2388.18,8149.97,8.49,0.03,394,2388,100.0,38.86,23.1917,29.0
73,147,0.0001,0.0001,100.0,518.67,642.66,1590.98,1422.89,14.62,21.61,553.06,2388.18,9040.55,1.3,47.76,520.72,2388.21,8122.96,8.4787,0.03,393,2388,100.0,38.69,23.2188,66.0
31,22,-0.0,0.0005,100.0,518.67,642.41,1585.3,1395.91,14.62,21.61,554.1,2387.97,9059.15,1.3,47.2,522.0,2388.0,8139.19,8.3647,0.03,390,2388,100.0,39.07,23.3529,212.0
80,184,-0.0024,0.0002,100.0,518.67,643.83,1603.01,1430.23,14.62,21.61,551.78,2388.17,9164.1,1.3,48.04,519.72,2388.2,8228.65,8.4983,0.03,397,2388,100.0,38.53,22.9971,1.0
94,141,0.0026,-0.0001,100.0,518.67,642.72,1592.46,1416.77,14.62,21.61,553.44,2388.13,9051.89,1.3,47.52,521.09,2388.05,8135.53,8.426,0.03,392,2388,100.0,38.61,23.2964,117.0
2,179,-0.0024,-0.0001,100.0,518.67,642.33,1584.55,1399.3,14.62,21.61,553.86,2388.03,9060.98,1.3,47.37,522.48,2388.03,8140.62,8.4462,0.03,394,2388,100.0,38.91,23.3329,108.0
35,161,0.0017,0.0,100.0,518.67,643.29,1603.18,1414.32,14.62,21.61,552.06,2388.19,9084.16,1.3,47.78,520.61,2388.18,8155.26,8.5063,0.03,394,2388,100.0,38.61,23.2349,20.0
37,6,0.0012,0.0004,100.0,518.67,641.81,1588.21,1404.35,14.62,21.61,553.36,2388.08,9044.63,1.3,47.39,521.9,2388.13,8129.16,8.4226,0.03,391,2388,100.0,38.87,23.3251,164.0
10,162,-0.0023,-0.0001,100.0,518.67,642.9,1592.33,1402.84,14.62,21.61,553.92,2388.08,9069.79,1.3,47.65,521.46,2388.11,8153.98,8.4198,0.03,394,2388,100.0,38.89,23.3038,60.0
80,136,0.0016,0.0002,100.0,518.67,643.58,1599.97,1415.55,14.62,21.61,553.37,2388.09,9090.81,1.3,47.68,520.64,2388.12,8154.86,8.4787,0.03,395,2388,100.0,38.76,23.2007,49.0
98,53,0.0003,0.0,100.0,518.67,642.13,1578.09,1406.78,14.62,21.61,553.9,2387.98,9071.23,1.3,47.43,522.07,2388.04,8149.6,8.4258,0.03,391,2388,100.0,38.91,23.4229,103.0
36,147,-0.0012,-0.0002,100.0,518.67,643.64,1597.08,1425.03,14.62,21.61,551.64,2388.25,9054.02,1.3,48.11,519.83,2388.23,8133.97,8.5027,0.03,397,2388,100.0,38.45,23.0551,11.0
44,148,-0.0012,-0.0004,100.0,518.67,643.22,1587.33,1406.18,14.62,21.61,553.77,2388.11,9074.88,1.3,47.49,521.2,2388.12,8152.06,8.4418,0.03,393,2388,100.0,38.55,23.2907,44.0
35,170,0.0002,-0.0003,100.0,518.67,643.59,1603.11,1424.39,14.62,21.61,552.12,2388.18,9090.72,1.3,47.88,520.07,2388.18,8159.63,8.4861,0.03,394,2388,100.0,38.48,23.1265,11.0
73,75,-0.0013,0.0004,100.0,518.67,642.78,1586.61,1419.3,14.62,21.61,552.95,2388.13,9036.21,1.3,47.52,521.4,2388.19,8124.56,8.4581,0.03,393,2388,100.0,38.72,23.2593,138.0
77,59,0.0,0.0001,100.0,518.67,642.95,1590.79,1414.84,14.62,21.61,553.34,2388.11,9048.92,1.3,47.55,521.14,2388.11,8133.0,8.4291,0.03,392,2388,100.0,38.83,23.4754,95.0
95,3,-0.0012,-0.0002,100.0,518.67,642.7,1583.77,1394.14,14.62,21.6,554.72,2388.01,9069.28,1.3,46.85,522.69,2388.02,8148.79,8.4014,0.03,394,2388,100.0,38.9,23.4003,280.0
51,170,0.0012,0.0004,100.0,518.67,642.75,1590.84,1406.16,14.62,21.61,552.73,2388.04,9125.18,1.3,47.54,521.47,2388.1,8196.06,8.4649,0.03,395,2388,100.0,38.92,23.3872,43.0
11,97,0.0022,0.0005,100.0,518.67,641.98,1588.9,1406.27,14.62,21.61,553.79,2388.03,9056.62,1.3,47.14,522.42,2388.02,8134.87,8.4119,0.03,392,2388,100.0,39.04,23.3906,143.0
33,149,0.0039,-0.0002,100.0,518.67,642.96,1599.58,1416.69,14.62,21.61,553.65,2388.1,9058.61,1.3,47.5,521.57,2388.15,8140.97,8.4603,0.03,393,2388,100.0,38.96,23.3478,51.0
9,195,0.0007,0.0001,100.0,518.67,642.7,1602.99,1431.01,14.62,21.61,552.15,2388.09,9205.71,1.3,48.04,520.71,2388.13,8262.08,8.4908,0.03,396,2388,100.0,38.54,23.1513,6.0
9,82,0.001,0.0003,100.0,518.67,642.17,1585.45,1402.04,14.62,21.61,554.26,2387.96,9069.07,1.3,47.26,522.01,2388.0,8155.38,8.4205,0.03,392,2388,100.0,39.13,23.3747,119.0
35,18,0.003,0.0005,100.0,518.67,642.41,1579.41,1403.72,14.62,21.61,553.93,2388.05,9048.7,1.3,47.51,521.95,2388.06,8139.55,8.3914,0.03,392,2388,100.0,39.0,23.2559,163.0
